UMAP1,UMAP2,kmeans_cluster,is_noise
11.07,-1.94,0,0
12.52,-2.97,0,0
12.66,-2.69,0,0
-2.73,-0.52,0,0
10.45,-2.01,0,0
10.75,-1.37,0,0
-4.11,1.82,1,0
14.72,-1.14,1,0
13.46,-2.16,1,0
10.81,-2.76,0,0
14.01,1.53,1,0
10.54,-1.63,0,0
9.28,12.51,0,0
12.21,-2.75,1,0
-4.64,-0.35,0,0
9.73,-2.25,0,0
10.86,-1.57,0,0
8.54,-4.38,0,0
11.94,-3.8,0,0
-1.53,9.1,1,0
9.79,13.62,0,0
-2.02,9.36,0,0
12.99,11.17,1,0
13.96,12.24,1,0
10.86,-1.29,0,0
-2.55,12.19,0,0
-2.96,-1.32,0,0
-3.07,8.18,1,0
-1.12,10.03,1,0
11.86,-2.48,0,0
14.3,10.24,1,0
-2.0,9.37,1,0
9.8,-2.01,0,0
9.64,11.91,0,0
10.08,14.39,0,0
5.28,4.35,0,0
9.29,12.88,0,0
10.56,-2.35,0,0
11.89,-2.63,1,0
9.3,11.55,0,0
11.07,-1.86,0,0
-1.8,9.44,1,0
9.05,12.56,0,0
14.21,8.14,1,0
13.53,10.47,1,0
13.69,-1.83,1,0
11.62,13.35,0,0
10.91,10.41,1,0
10.61,15.17,0,0
11.6,-3.51,0,0
-3.06,8.01,1,0
8.36,-2.47,0,0
-3.95,0.66,1,0
9.42,13.57,0,0
9.57,-2.4,0,0
-3.33,0.15,0,0
13.76,0.39,1,0
10.13,-3.71,0,0
11.39,10.9,1,0
11.71,12.29,0,0
9.57,-3.1,0,0
11.22,-1.86,0,0
-1.72,-0.43,0,0
12.57,-2.72,0,0
9.18,14.19,0,0
14.97,11.05,1,0
8.84,-2.97,0,0
-5.27,2.93,1,0
11.54,10.76,1,0
-3.6,1.37,0,0
10.56,-2.42,0,0
11.63,12.47,0,0
11.31,-3.99,0,0
-3.21,3.45,1,0
10.39,-4.62,0,0
11.56,-2.79,0,0
11.33,-3.12,0,0
5.03,5.41,0,0
12.47,-1.51,1,0
9.91,11.92,0,0
9.42,12.55,0,0
10.23,-2.11,0,0
-2.45,7.16,1,0
14.4,10.65,1,0
9.62,12.64,0,0
-3.65,9.04,0,0
-5.07,2.41,1,0
10.99,11.96,0,0
1.01,4.46,0,0
11.33,-5.15,0,0
-4.07,0.1,1,0
-5.59,2.12,1,0
-5.09,2.87,1,0
-2.53,-1.03,0,0
10.76,-1.57,0,0
14.7,-1.37,1,0
11.12,13.23,0,0
15.88,-0.38,1,0
-3.3,1.24,1,0
11.6,-3.48,0,0
10.29,13.63,0,0
11.2,-2.03,0,0
-3.83,3.64,1,0
-0.74,11.07,0,0
8.76,14.57,0,0
6.33,4.01,0,0
10.15,-3.18,0,0
11.13,11.94,1,0
12.18,-3.03,0,0
12.73,-0.85,1,0
8.83,-2.85,0,0
11.77,-2.67,0,0
-2.89,-0.32,0,0
10.68,-0.84,1,0
-4.03,-0.63,0,0
9.22,12.46,0,0
11.11,-3.8,0,0
9.21,15.09,0,0
12.09,-2.92,0,0
-1.93,-1.53,0,0
-3.84,0.5,0,0
-1.4,10.92,0,0
13.01,-1.06,0,0
-2.0,10.01,0,0
14.68,10.05,1,0
10.5,11.24,0,0
-3.79,-0.24,0,0
-5.02,0.56,1,0
10.85,12.31,0,0
12.15,-2.89,1,0
10.42,13.72,0,0
-5.33,1.06,1,0
10.8,10.5,0,0
12.46,0.02,1,0
10.55,12.51,0,0
15.09,-1.02,1,0
-3.81,11.47,0,0
-2.38,0.14,0,0
-1.61,10.69,0,0
12.89,-1.05,1,0
12.65,8.95,1,0
9.31,13.45,0,0
9.46,12.25,0,0
12.69,-3.94,1,0
9.96,-1.11,0,0
14.12,-1.55,1,0
10.85,-1.84,0,0
-2.81,9.48,1,0
7.83,13.87,0,0
11.4,13.72,0,0
-4.15,8.18,1,0
10.33,-1.04,0,0
-1.55,10.22,0,0
-4.93,0.78,1,0
9.94,12.35,0,0
10.9,-2.36,0,0
10.33,11.42,0,0
8.89,-4.97,0,0
9.6,12.69,0,0
11.64,-2.86,0,0
11.16,14.2,0,0
11.31,-1.42,0,0
-2.29,0.12,0,0
9.22,-2.57,0,0
11.68,0.36,1,0
11.85,-3.22,0,0
13.82,10.33,1,0
10.44,12.09,0,0
9.37,12.21,0,0
-3.3,11.39,0,0
-2.86,8.36,1,0
9.4,-3.16,0,0
9.93,14.13,0,0
10.1,-3.55,0,0
10.94,-1.45,0,0
13.35,-1.87,1,0
-1.95,-1.02,0,0
-3.25,3.37,1,0
-2.78,4.58,1,0
13.69,-0.66,1,0
-2.54,0.65,0,0
-3.97,0.76,0,0
-2.88,3.6,1,0
10.18,-1.85,0,0
10.33,11.96,1,0
12.09,11.18,1,0
-2.53,9.93,0,0
12.82,10.93,1,0
11.47,-6.53,0,0
9.65,13.01,0,0
12.24,-2.88,1,0
12.38,12.37,1,0
12.43,-1.52,0,0
10.98,-1.4,0,0
-3.57,8.99,1,0
-4.27,4.35,1,0
10.54,11.63,0,0
-4.53,9.92,0,0
13.05,-0.58,1,0
11.47,13.91,0,0
13.34,-0.5,1,0
9.54,-2.75,0,0
-2.19,1.9,1,0
9.72,13.17,0,0
-1.45,8.4,1,0
11.86,11.05,1,0
-2.17,0.19,0,0
12.66,-2.44,0,0
11.4,14.92,0,0
10.99,14.82,0,0
10.04,-1.93,0,0
7.69,-3.73,0,0
-1.89,8.69,1,0
12.2,-0.78,0,0
11.95,14.39,0,0
13.22,9.81,1,0
16.8,8.78,1,0
9.01,-2.9,0,0
10.42,-3.53,0,0
9.12,13.84,0,0
12.46,-2.53,0,0
11.05,-1.32,0,0
9.16,14.11,0,0
15.22,-1.88,1,0
10.71,13.9,0,0
-1.32,10.25,0,0
-3.2,0.24,0,0
10.76,-1.47,0,0
11.65,11.68,1,0
11.39,-1.61,1,0
-1.98,0.14,0,0
10.88,-0.93,1,0
10.68,13.75,0,0
10.2,15.99,0,0
14.88,1.34,1,0
12.41,-3.14,1,0
-3.79,-0.02,0,0
10.88,12.12,0,0
13.01,-0.57,1,0
10.33,13.61,0,0
11.61,10.43,1,0
13.34,4.26,1,1
10.22,-3.98,0,0
11.75,-0.85,0,0
11.15,9.78,1,0
-0.62,-2.03,0,0
12.41,12.09,1,0
6.32,1.97,0,0
9.19,-1.92,0,0
11.44,-1.34,0,0
11.0,-4.24,0,0
11.39,15.09,0,0
-3.85,-1.68,0,0
-4.0,10.22,0,0
10.31,13.06,0,0
11.31,10.9,1,0
11.21,-1.13,0,0
9.34,-3.48,0,0
10.63,11.67,0,0
15.05,-0.91,1,0
9.93,14.81,0,0
14.67,12.88,1,0
10.57,13.59,0,0
10.87,13.88,0,0
10.62,-3.94,0,0
-3.53,-1.81,0,0
10.61,9.47,0,0
-3.85,0.75,1,0
-3.86,-0.05,0,0
11.9,13.54,1,0
11.32,-0.4,1,0
11.05,-2.19,0,0
9.67,-3.45,0,0
13.91,-0.58,1,0
12.44,15.63,0,0
-3.39,0.01,0,0
13.04,-0.58,1,0
9.0,13.58,0,0
14.99,10.05,1,0
13.95,-0.54,1,0
11.09,13.17,0,0
9.77,10.94,0,0
8.58,12.49,0,0
10.75,-1.63,0,0
-4.32,1.38,1,0
16.97,-0.71,1,0
11.21,-2.54,0,0
14.63,-0.19,1,0
11.36,-0.3,1,0
12.13,-2.94,0,0
-5.75,3.02,1,0
11.11,14.04,0,0
10.44,-3.38,0,0
9.53,0.32,0,0
12.1,-2.57,0,0
8.9,13.02,0,0
-3.0,-0.39,0,0
-2.28,10.64,0,0
10.0,-1.99,0,0
-1.07,10.14,0,0
11.75,12.76,1,0
10.18,-2.04,0,0
-3.86,-1.16,0,0
10.3,12.19,0,0
-3.09,-1.03,0,0
10.77,-3.14,0,0
10.71,-3.52,0,0
-3.99,10.43,0,0
13.12,-5.97,0,0
10.57,-1.57,0,0
11.68,-2.76,0,0
-2.54,-0.94,0,0
10.15,10.93,0,0
13.18,-0.37,1,0
10.86,-3.58,0,0
14.94,-0.88,1,0
-3.05,3.84,1,0
12.26,-0.14,1,0
10.76,12.88,0,0
6.83,13.54,0,0
9.33,13.86,0,0
12.27,-2.08,1,0
11.13,14.18,0,0
6.75,11.99,0,0
-2.2,0.86,1,0
10.32,-2.21,0,0
11.3,-2.06,0,0
11.61,-0.62,0,0
12.87,12.0,1,0
10.72,11.64,0,0
10.87,-2.26,0,0
9.63,12.67,0,0
7.34,-1.12,0,0
8.02,15.27,0,0
12.07,-2.95,0,0
9.46,13.24,0,0
11.48,-0.42,0,0
12.17,13.6,1,0
4.14,17.31,0,1
-2.55,8.2,1,0
10.95,-3.4,0,0
-4.37,11.98,0,0
5.39,7.06,0,0
10.96,-1.42,0,0
11.29,-1.1,1,0
9.87,-2.03,0,0
10.18,12.21,0,0
13.21,-1.21,1,0
9.75,-2.41,0,0
12.91,-3.14,1,0
12.03,-1.66,0,0
15.83,-1.0,1,0
14.7,11.16,1,0
14.24,-1.75,1,0
10.47,-3.67,0,0
9.06,12.44,0,0
-1.0,10.6,0,0
-4.5,2.06,1,0
12.63,-1.3,1,0
10.4,12.95,0,0
10.05,13.0,0,0
14.07,10.56,1,0
7.84,10.8,0,0
-1.8,8.4,1,0
11.79,0.17,1,0
10.86,-3.48,0,0
10.18,-2.05,0,0
-4.87,2.11,1,0
9.49,-2.34,0,0
13.96,-1.41,1,0
-3.07,0.62,0,0
14.7,-1.09,1,0
11.59,-0.01,1,0
13.04,10.38,1,0
9.96,13.04,0,0
2.77,4.37,0,0
14.15,14.12,1,0
9.62,-4.11,0,0
-2.79,7.6,1,0
-1.72,0.09,0,0
10.47,13.86,0,0
-3.52,0.65,1,0
13.58,-2.04,1,0
12.28,-2.85,1,0
9.51,-2.95,0,0
11.96,-0.4,1,0
9.95,-2.52,0,0
11.76,10.06,1,0
11.57,-3.19,0,0
9.54,-3.39,0,0
-3.73,1.86,1,0
10.89,11.02,1,0
10.32,12.95,0,0
8.5,13.51,0,0
-3.97,0.31,0,0
10.86,-0.95,0,0
12.98,0.14,1,0
-3.19,10.69,0,0
-5.64,1.63,1,0
12.55,-1.07,0,0
11.51,9.91,1,0
-3.88,11.28,0,0
14.47,-4.4,1,0
-1.75,10.56,0,0
9.76,-1.27,0,0
10.53,14.34,0,0
-4.65,-0.68,1,0
9.63,13.42,0,0
13.02,-1.07,1,0
11.02,13.13,0,0
8.93,-2.57,0,0
11.83,-2.47,0,0
7.09,-2.76,0,0
-2.05,0.31,1,0
12.82,-0.89,1,0
-2.88,9.92,0,0
11.17,14.66,0,0
-2.99,-0.1,0,0
-2.36,-1.11,0,0
-5.71,-0.08,0,0
-2.48,-2.37,0,0
11.18,10.84,1,0
-0.24,10.33,0,0
13.23,-1.75,1,0
9.29,-1.66,0,0
10.93,-2.38,0,0
10.17,13.49,0,0
8.73,13.88,0,0
10.64,11.2,1,0
-4.49,3.28,1,0
8.9,12.71,0,0
5.38,4.13,0,0
9.22,13.13,0,0
13.04,-2.5,1,0
-2.86,1.3,1,0
10.94,-2.51,0,0
11.75,-3.73,0,0
11.78,-4.81,0,0
5.41,4.4,0,0
12.94,-2.39,1,0
11.74,0.05,1,0
11.81,13.93,0,0
-3.67,-0.65,0,0
-1.36,0.12,0,0
10.56,-1.94,0,0
-2.18,8.09,1,0
10.85,-0.79,1,0
11.76,11.4,1,0
11.88,-1.54,0,0
10.24,-1.54,0,0
-2.96,10.96,0,0
12.87,-2.15,1,0
-1.35,10.6,0,0
14.59,-1.71,1,0
11.0,13.05,0,0
-5.19,1.17,1,0
11.06,-0.96,0,0
10.19,-2.94,0,0
-3.24,10.47,0,0
10.63,9.81,1,0
11.65,15.09,0,0
14.15,-0.54,1,0
12.9,-1.89,1,0
9.6,-4.07,0,0
11.74,11.93,1,0
10.89,-2.28,0,0
-2.65,11.6,0,0
-1.15,10.42,0,0
9.7,-1.64,0,0
13.77,0.03,1,0
11.41,13.56,0,0
11.18,13.05,0,0
8.56,12.7,0,0
8.43,13.73,0,0
-3.54,-0.03,1,0
12.33,-1.4,0,0
-6.35,-1.74,0,0
12.88,-0.22,1,0
-4.24,4.25,1,0
-3.77,8.16,1,0
13.15,-0.27,1,0
-2.08,9.15,1,0
13.85,-3.14,1,0
7.75,-2.61,0,0
12.81,-3.94,1,0
13.25,-3.84,1,0
5.46,6.82,0,0
9.66,-2.16,0,0
8.68,13.57,0,0
10.04,11.61,0,0
10.7,11.84,0,0
-3.92,0.65,0,0
8.24,12.77,0,0
-2.93,8.35,1,0
-3.71,0.12,0,0
-4.94,-0.7,1,0
10.6,-1.95,0,0
-3.19,10.61,0,0
14.76,-1.86,1,0
12.77,-2.07,0,0
-5.43,-1.52,1,0
8.96,-2.1,0,0
9.28,1.84,1,1
-5.52,9.02,1,0
-2.42,0.53,0,0
-3.92,0.24,0,0
-1.33,9.13,1,0
11.5,-2.75,0,0
-0.76,4.52,1,0
-2.44,0.65,0,0
12.23,-2.42,0,0
15.8,0.78,1,0
12.28,9.52,1,0
-1.32,11.05,0,0
-2.97,-0.18,0,0
12.24,-0.36,1,0
11.0,-0.41,0,0
11.25,-1.02,1,0
11.82,-3.51,0,0
-2.13,10.5,0,0
-3.88,-1.03,0,0
12.77,14.64,0,0
-3.86,0.52,0,0
9.63,-2.6,0,0
-1.31,10.31,0,0
9.35,-1.86,0,0
-3.56,1.94,1,0
9.24,-2.39,0,0
11.8,-2.62,0,0
11.99,-1.02,1,0
-5.57,0.15,0,0
10.47,13.62,0,0
9.9,0.95,1,0
-5.35,3.14,1,0
12.45,-2.85,0,0
15.96,-0.18,1,0
10.89,-1.37,0,0
-2.94,-1.32,0,0
10.9,-1.18,0,0
10.51,9.99,1,0
-0.43,0.85,1,0
11.19,-2.12,0,0
-3.16,10.15,0,0
-4.06,0.28,1,0
14.99,-1.95,1,0
-2.35,-0.34,0,0
12.78,-2.32,1,0
9.77,-3.98,0,0
12.75,0.09,1,0
10.36,-2.91,0,0
8.39,-2.22,0,0
13.4,-3.22,1,0
8.97,-1.69,0,0
12.0,-3.13,0,0
13.16,15.63,0,0
9.75,-3.34,0,0
9.28,13.4,0,0
10.4,12.33,0,0
14.81,0.06,1,0
13.78,11.45,1,0
10.88,11.82,1,0
15.29,-0.43,1,0
11.88,0.64,1,0
-1.88,9.86,0,0
12.18,-0.78,0,0
11.14,-3.39,0,0
9.45,-4.3,0,0
-0.36,9.25,1,0
-2.21,4.77,1,0
9.83,-1.75,0,0
12.61,-0.81,1,0
-2.46,10.6,1,0
10.03,13.28,0,0
11.68,12.03,1,0
10.95,10.82,0,0
11.54,-4.46,0,0
11.48,-1.53,0,0
9.87,12.97,0,0
11.17,13.53,0,0
9.41,11.31,0,0
12.28,-3.92,0,0
-4.08,1.9,1,0
-4.22,1.17,1,0
12.06,-1.26,0,0
10.15,-2.75,0,0
-3.86,9.85,0,0
-1.84,-2.02,0,0
10.95,14.79,0,0
10.69,-1.56,0,0
-3.67,2.94,1,0
-0.04,2.5,0,0
-3.69,0.89,1,0
-0.94,8.6,1,0
-3.68,9.95,1,0
11.27,13.28,0,0
-2.15,10.95,0,0
-2.74,-0.31,0,0
-2.95,-0.06,0,0
-4.31,0.96,1,0
-5.11,0.44,1,0
12.6,10.85,1,0
11.57,-3.65,1,0
16.4,12.39,1,0
10.75,13.18,0,0
-2.85,8.06,1,0
11.86,-1.75,0,0
9.69,12.69,0,0
12.18,-2.97,1,0
10.69,-1.43,0,0
14.15,-0.29,1,0
-1.88,-1.39,0,0
-3.66,11.94,0,0
7.47,14.64,0,0
-3.36,-1.93,0,0
11.63,13.93,0,0
12.83,11.1,1,0
-2.49,0.25,1,0
-5.1,1.34,1,0
-2.45,-0.04,0,0
11.8,-2.93,0,0
13.71,-0.92,1,0
-3.51,3.03,1,0
-4.73,-0.07,1,0
11.19,-2.92,0,0
12.2,-2.97,1,0
-4.31,1.43,1,0
14.0,-0.49,1,0
8.82,12.59,0,0
9.03,-3.03,0,0
12.14,-1.37,0,0
10.56,0.1,1,0
12.53,12.14,1,0
-1.87,10.61,0,0
-3.87,-0.05,0,0
-2.6,-1.69,0,0
-2.39,-0.61,0,0
9.39,-0.97,0,0
13.09,-0.5,1,0
6.43,2.69,0,0
12.71,10.65,1,0
13.43,-2.36,0,0
12.11,10.23,1,0
12.48,9.0,1,0
-2.65,-1.68,0,0
11.2,-1.65,0,0
7.76,-3.88,0,0
11.51,12.48,0,0
9.79,-3.94,0,0
-4.14,9.47,0,0
10.31,-4.24,0,0
-3.19,10.15,0,0
11.39,12.68,1,0
10.6,11.55,1,0
-3.97,1.28,1,0
10.9,-1.23,0,0
10.58,-3.76,0,0
-4.65,0.97,1,0
13.16,-1.9,0,0
11.48,12.71,0,0
-3.15,0.06,0,0
12.24,11.31,1,0
10.86,-2.44,0,0
-2.36,-1.22,0,0
4.68,3.51,0,0
10.81,14.93,0,0
-3.19,3.32,1,0
11.21,-1.75,0,0
10.76,13.9,0,0
9.6,-1.37,0,0
-2.11,7.82,1,0
-3.44,9.67,0,0
10.67,-1.7,0,0
12.03,10.01,1,0
-2.7,0.78,1,0
13.08,-0.86,1,0
-3.11,1.66,1,0
10.7,13.5,0,0
9.09,12.83,0,0
-4.42,-0.24,0,0
8.97,12.9,0,0
9.35,-2.74,0,0
11.11,15.01,0,0
13.08,0.93,1,0
11.42,-1.3,0,0
11.89,-0.76,1,0
12.91,13.86,1,0
10.83,14.7,0,0
9.2,-3.3,0,0
11.72,-5.52,0,0
9.61,-2.36,0,0
13.02,-2.21,1,0
9.68,13.33,0,0
12.34,12.25,1,0
-4.69,0.78,1,0
-1.4,8.74,1,0
10.47,-3.4,0,0
12.11,0.43,1,0
12.63,7.64,1,0
10.31,-1.37,0,0
8.94,13.81,0,0
11.12,11.46,1,0
11.28,12.76,0,0
-0.75,2.46,1,0
11.31,-2.91,0,0
10.01,8.79,1,0
-2.33,2.93,1,0
-3.81,-0.44,0,0
9.54,11.89,0,0
9.41,11.98,0,0
9.67,-1.91,0,0
11.54,-0.95,0,0
-2.36,-3.3,0,0
10.01,13.31,0,0
-4.16,1.58,1,0
11.78,-4.05,0,0
-3.92,11.08,0,0
15.33,-1.13,1,0
8.74,-1.79,0,0
-1.37,6.85,1,0
11.0,-1.61,0,0
10.73,-3.74,0,0
8.37,11.93,0,0
10.13,0.26,1,0
-2.01,-0.76,0,0
11.53,-1.52,0,0
11.15,-3.62,0,0
11.73,-2.84,0,0
6.47,5.44,0,0
8.76,0.23,0,0
9.85,11.66,0,0
11.43,-1.84,0,0
10.51,-2.39,0,0
-2.43,0.08,0,0
10.26,-2.84,0,0
-3.24,3.8,1,0
10.77,13.56,0,0
8.64,-2.57,0,0
-2.52,0.76,0,0
-3.47,10.99,0,0
14.11,-1.53,1,0
13.94,-0.73,1,0
13.58,-1.64,1,0
11.36,-2.98,0,0
-3.92,-0.12,0,0
10.33,12.77,0,0
-3.58,-1.25,0,0
11.69,-4.63,0,0
11.62,9.5,1,0
10.9,12.95,0,0
12.17,6.57,1,1
14.04,-0.46,1,0
9.65,-2.82,0,0
10.45,15.71,0,0
12.66,-0.62,1,0
10.74,13.85,0,0
-5.64,5.25,1,0
-4.37,11.77,0,0
11.56,-2.92,0,0
-4.35,0.9,1,0
12.85,8.81,1,0
12.7,10.22,1,0
11.4,12.93,0,0
11.07,-2.31,0,0
12.33,-3.66,1,0
0.61,3.48,0,0
-3.51,3.73,1,0
10.65,-1.54,0,0
12.81,-2.2,0,0
11.38,-3.91,0,0
12.3,-1.46,0,0
11.4,-3.07,0,0
-4.5,2.82,1,0
9.75,-2.92,0,0
8.4,-1.25,0,0
9.95,-3.03,0,0
11.46,12.78,0,0
-3.04,0.94,1,0
10.76,-2.14,0,0
12.45,-2.47,0,0
-1.41,10.83,0,0
9.98,-1.1,0,0
-3.24,0.93,1,0
12.79,9.63,1,0
-1.7,10.5,0,0
10.48,-0.71,0,0
-3.29,-0.68,0,0
-4.91,1.19,1,0
-3.63,10.22,0,0
12.53,-2.2,0,0
10.28,10.99,0,0
2.25,4.57,0,0
11.2,-3.16,0,0
-2.43,1.85,1,0
12.14,12.05,1,0
9.28,12.89,0,0
5.38,5.13,0,0
13.04,-2.86,1,0
9.59,-2.67,0,0
9.68,-2.25,0,0
-2.84,9.79,0,0
-3.74,4.07,1,0
9.22,-2.39,0,0
-2.61,11.75,0,0
15.07,12.48,1,0
10.24,15.16,0,0
-1.65,10.0,1,0
-3.13,1.56,1,0
11.62,-3.35,0,0
8.58,14.19,0,0
8.98,11.95,0,0
11.04,-3.57,0,0
8.14,13.68,0,0
10.23,-1.5,0,0
13.69,-1.67,1,0
10.9,11.56,1,0
10.04,-1.53,0,0
-4.88,2.03,1,0
11.3,-3.66,0,0
-1.17,8.81,1,0
-5.05,10.03,1,0
-2.68,0.1,1,0
-2.86,8.4,1,0
-2.66,11.29,0,0
-5.01,0.85,0,0
-4.84,-0.07,1,0
12.54,10.98,1,0
11.13,15.04,0,0
11.84,9.75,1,0
9.0,-3.66,0,0
10.37,-3.82,0,0
-3.38,9.82,1,0
10.94,-1.71,0,0
10.42,14.24,0,0
11.4,-1.49,0,0
9.47,-2.5,0,0
-2.61,10.09,0,0
9.35,12.67,0,0
10.4,-4.16,0,0
-4.01,0.06,0,0
9.77,-2.33,0,0
11.49,-5.02,0,0
8.05,13.04,0,0
8.37,-2.56,0,0
10.37,-4.54,0,0
-2.86,0.13,1,0
10.5,-3.69,0,0
11.23,-0.95,0,0
-2.02,3.81,1,0
-3.75,-0.33,0,0
16.21,0.27,1,0
-3.87,-0.38,0,0
15.75,1.97,1,0
10.6,-1.64,0,0
11.87,14.33,0,0
12.28,-1.36,0,0
11.67,-3.24,0,0
10.99,-2.81,0,0
8.28,12.9,0,0
12.72,12.79,1,0
9.36,12.96,0,0
11.01,-2.07,0,0
9.51,12.95,0,0
5.22,3.94,0,0
12.74,-0.68,1,0
9.12,-2.37,0,0
11.23,-1.25,0,0
12.94,-2.44,1,0
10.41,-1.63,0,0
-2.31,1.4,1,0
-4.24,-0.99,0,0
9.75,-2.33,0,0
10.79,-1.5,0,0
10.35,-3.85,0,0
10.73,10.74,1,0
0.18,10.3,0,0
12.77,-2.55,1,0
-3.12,-0.67,0,0
13.27,-2.0,1,0
11.03,-2.96,0,0
10.24,11.84,0,0
-2.68,8.38,1,0
-3.77,1.19,1,0
-5.64,0.49,1,0
11.85,-1.55,1,0
10.56,12.97,0,0
11.33,13.88,0,0
8.67,-2.02,0,0
-0.58,8.43,1,0
-2.78,-0.06,1,0
-2.63,1.38,1,0
10.87,12.09,0,0
9.89,11.68,0,0
10.88,-3.22,0,0
10.18,-2.85,0,0
9.97,10.78,0,0
10.15,-3.43,0,0
10.97,-1.4,0,0
14.35,0.54,0,0
9.09,-2.8,0,0
10.1,14.52,0,0
8.03,-4.22,0,0
9.99,14.13,0,0
8.43,-2.46,0,0
9.58,-2.86,0,0
12.81,-2.32,1,0
-1.39,8.55,1,0
14.82,0.43,1,0
11.75,-1.87,0,0
11.39,-2.08,0,0
-4.04,-1.03,0,0
-2.01,10.59,0,0
11.11,-1.5,0,0
4.97,5.04,0,0
-1.04,11.56,0,0
-4.72,-0.19,0,0
11.15,10.27,0,0
11.45,12.78,0,0
12.98,-1.05,0,0
7.82,-2.68,0,0
8.5,-2.03,0,0
-4.27,-0.29,0,0
-3.04,6.2,1,0
-2.27,0.86,0,0
10.71,-1.82,0,0
10.68,-4.77,0,0
-1.59,-1.7,0,0
13.88,0.81,1,0
-5.17,-1.54,0,0
-2.72,-1.16,0,0
10.06,-1.54,0,0
9.82,-1.85,0,0
5.82,4.01,0,0
12.68,-0.56,1,0
-4.29,0.5,1,0
9.63,12.4,0,0
12.09,-2.41,1,0
9.31,-1.94,0,0
10.17,-0.76,0,0
11.22,-1.28,0,0
11.68,-2.77,0,0
9.5,13.39,0,0
-2.01,0.43,0,0
12.14,-0.82,0,0
6.89,16.54,0,1
11.69,10.58,1,0
9.93,-2.78,0,0
13.19,-2.61,1,0
-1.67,-0.46,0,0
-4.25,-0.49,0,0
10.87,-1.58,0,0
10.76,11.76,0,0
13.61,-0.11,1,0
10.89,10.21,1,0
-3.35,1.15,1,0
11.59,-2.47,0,0
14.65,10.23,1,0
12.95,11.71,1,0
-2.32,9.2,0,0
11.31,-2.95,0,0
12.63,12.39,0,0
10.88,10.43,1,0
9.36,11.84,0,0
10.96,-1.75,0,0
-1.97,8.88,1,0
9.89,11.5,0,0
-2.81,-0.33,1,0
8.03,-2.34,0,0
11.55,-2.8,0,0
10.5,-3.57,0,0
9.76,-2.99,0,0
8.32,14.67,0,0
-3.62,0.15,0,0
15.24,10.52,1,0
-2.05,2.18,1,0
13.1,14.13,1,0
-2.19,0.45,0,0
-2.63,8.58,0,0
-4.78,-0.12,0,0
12.88,-1.06,1,0
-4.02,1.87,1,0
11.12,-1.51,0,0
10.99,-1.36,0,0
12.4,-0.61,1,0
10.82,13.82,0,0
-2.14,-1.92,0,0
13.7,13.56,1,0
11.84,10.79,1,0
9.49,-2.01,0,0
9.91,12.59,0,0
-2.49,0.25,0,0
9.04,-2.05,0,0
11.15,11.32,1,0
-2.26,-0.84,0,0
8.78,0.09,0,0
9.75,-3.54,0,0
9.54,11.71,0,0
-3.85,-0.6,0,0
-4.06,0.67,1,0
12.42,-3.52,0,0
13.96,-1.48,1,0
9.53,-3.75,0,0
-2.9,8.54,1,0
14.12,-1.54,1,0
-2.03,10.6,0,0
11.37,-4.03,0,0
13.26,-1.11,0,0
-4.18,-0.57,0,0
10.28,-3.62,0,0
-4.05,10.6,1,0
15.35,-0.94,1,0
10.75,-1.9,0,0
14.64,12.77,1,0
12.07,-1.0,0,0
8.64,-3.01,0,0
10.39,12.38,0,0
-3.7,-0.22,0,0
-3.8,6.48,1,0
14.22,0.23,1,0
2.49,4.0,0,0
8.82,11.78,0,0
11.42,-4.16,0,0
11.8,14.21,0,0
-3.52,9.55,1,0
10.83,-2.57,0,0
10.24,-3.99,0,0
9.19,14.16,0,0
11.24,15.19,0,0
-4.17,0.16,0,0
10.1,-4.04,0,0
9.81,-4.42,0,0
11.89,-1.81,0,0
-4.25,1.89,1,0
11.32,-3.17,0,0
15.29,0.23,1,0
12.08,11.75,1,0
12.64,10.98,1,0
13.51,-1.01,1,0
13.16,0.14,1,0
10.25,-1.26,0,0
10.89,9.83,1,0
12.07,-0.63,0,0
15.65,-1.0,1,0
8.51,-0.31,0,0
10.67,11.4,1,0
14.87,-0.26,1,0
-4.07,-0.34,0,0
11.13,12.61,0,0
-3.31,8.8,1,0
12.49,11.55,1,0
11.76,-3.25,0,0
10.35,-2.36,0,0
10.33,12.42,0,0
11.8,12.91,1,0
10.38,11.73,0,0
10.88,-3.19,0,0
14.27,10.92,1,0
13.69,-1.64,1,0
12.62,-2.04,0,0
11.81,-1.69,1,0
10.11,12.2,0,0
-1.84,9.46,1,0
10.78,11.58,0,0
-3.34,-0.09,0,0
12.22,11.63,1,0
13.73,-2.27,1,0
11.52,-1.55,0,0
10.1,-3.67,0,0
0.83,6.24,1,0
14.37,-1.35,1,0
-2.46,12.03,0,0
11.64,-0.63,1,0
13.08,-1.89,0,0
10.76,-3.59,0,0
9.67,-3.24,0,0
-4.52,1.27,1,0
-4.91,-0.47,0,0
12.62,-0.76,1,0
14.81,14.34,1,0
13.12,-2.36,1,0
2.18,6.6,1,1
11.36,-4.06,0,0
12.61,-2.36,1,0
-1.1,7.57,1,0
11.25,-1.06,0,0
-3.83,-0.81,0,0
9.82,-1.51,0,0
10.71,-3.64,0,0
11.46,13.89,0,0
12.3,-2.64,0,0
-3.23,9.02,0,0
8.67,-2.74,0,0
12.53,-0.78,1,0
10.76,-1.82,0,0
15.67,8.45,1,0
10.87,-1.26,0,0
